#SpecID                              |     RAdeg      DEdeg|      snru|      snrg|      snrr|      snri|      snrz|          RV|        e_RV|    Teff|      e_Teff|q_Teff| TeffCor|        logg|      e_logg|q_logg| loggCor|        Vt|        e_Vt|q_Vt|   Vtcorr|    [Fe/H]|    e_[Fe/H]|q_[Fe/H]|[Fe/H]Cor|  [a/Fe]|   e_[a/Fe]|    [C/Fe]|   e_[C/Fe]|q_[C/Fe]|[C/Fe]Cor|    [N/Fe]|   e_[N/Fe]|q_[N/Fe]|[N/Fe]Cor|    [O/Fe]|   e_[O/Fe]|q_[O/Fe]|[O/Fe]Cor|   [Na/Fe]|  e_[Na/Fe]|q_[Na/Fe]|[Na/Fe]Cor|   [Mg/Fe]|  e_[Mg/Fe]|q_[Mg/Fe]|[Mg/Fe]Cor|   [Al/Fe]|  e_[Al/Fe]|q_[Al/Fe]|[Al/Fe]Cor|   [Si/Fe]|  e_[Si/Fe]|q_[Si/Fe]|[Si/Fe]Cor|   [Ca/Fe]|  e_[Ca/Fe]|q_[Ca/Fe]|[Ca/Fe]Cor|   [Ti/Fe]|  e_[Ti/Fe]|q_[Ti/Fe]|[Ti/Fe]Cor|   [Cr/Fe]|  e_[Cr/Fe]|q_[Cr/Fe]|[Cr/Fe]Cor|   [Mn/Fe]|  e_[Mn/Fe]|q_[Mn/Fe]|[Mn/Fe]Cor|   [Co/Fe]|  e_[Co/Fe]|q_[Co/Fe]|[Co/Fe]Cor|   [Ni/Fe]|  e_[Ni/Fe]|q_[Ni/Fe]|[Ni/Fe]Cor|   [Cu/Fe]|   e_[Cu/Fe]|q_[Cu/Fe]|[Cu/Fe]Cor|   [Ba/Fe]|   e_[Ba/Fe]|q_[Ba/Fe]|[Ba/Fe]Cor|        Chi2|       Chi2R|q_Chi2|      Chi2Na|     Chi2RNa|q_Chi2Na|   dSNRPlx|Mult|Uq|Name           |SubClass  |Filename
20141018-HD213239N421743B01-08-157  |323.809374  41.632204|1.71|41.18|116.150002|179.479996|154.229996|-58.0308|5.59113|4912.52|31.6144|1.0|0.914669|2.643|0.0756441|1.0|0.88286|1.37878|0.06974|1.0|0.74261|-0.34155|0.03075|1.0|0.930778|0.07191|0.01903|-0.20208|0.02599|1.0|0.77574|0.32835|0.05262|1.0|0.860147|0.20271|0.08797|1.0|0.725692|   0.12179|0.08439|1.0|0.688199|   0.11349|0.0464|1.0|0.599975|   0.09874|0.09103|1.0|0.488519|0.13806|0.05324|1.0|0.684297|0.07188|0.027|1.0|0.927779|  -0.00250|0.04179|1.0|0.63248|  -0.05148|0.05598|1.0|0.661842|  -0.09188|0.07391|1.0|0.810098|-0.18909|0.05234|1.0|0.75094|0.02691|0.02867|1.0|0.734823|  -0.42560|0.24099|1.0|0.445964|   0.76818|0.14901|1.0|0.776546|0.85435|2.60262|good|1.85618|0.437098|good|0.0|YES|1.0|S3234833+413755|G5        |spec-56949-HD213239N421743B01_sp08-157.fits.gz
20141018-HD213239N421743V01-11-208  |323.277336  44.761091|5.94|69.050003|143.770004|210.020004|174.470001|-20.6197|3.92129|4702.47|23.7429|1.0|0.922878|2.83624|0.0561376|1.0|0.868527|1.21535|0.04988|1.0|0.69834|-0.06993|0.02352|1.0|0.948261|0.07198|0.01363|-0.19249|0.01909|1.0|0.86436|0.11882|0.03982|1.0|0.904534|0.01561|0.05876|1.0|0.848519|  -0.00077|0.05463|1.0|0.566078|   0.12207|0.02925|1.0|0.660366|   0.31045|0.06469|1.0|0.606858|0.13592|0.04225|1.0|0.695103|0.00646|0.02043|1.0|0.906007|   0.12173|0.02818|1.0|0.678729|  -0.00641|0.03374|1.0|0.75858|   0.01609|0.0426|1.0|0.898618|0.07913|0.03749|1.0|0.784408|0.1104|0.02276|1.0|0.714074|       ---|999.0|0.0|0.439582|  -0.11357|0.13515|1.0|0.562377|1.00394|1.65533|good|1.02155|-0.573799|good|0.0|YES|1.0|S3231638+444539|G5        |spec-56949-HD213239N421743V01_sp11-208.fits.gz
20141021-HD070013N000500V-01-124    |105.432056  -1.961679|2.43|61.049999|190.979996|281.220001|258.649994|29.8593|3.69944|4298.49|14.542|1.0|0.899711|1.7262|0.0368991|1.0|0.720308|1.55594|0.03084|1.0|0.76363|-0.27934|0.01731|1.0|0.958605|0.04881|0.00961|-0.20366|0.01184|1.0|0.833551|0.27123|0.02649|1.0|0.865696|0.02236|0.0364|1.0|0.85577|   0.09669|0.04022|1.0|0.587541|   0.01811|0.02482|1.0|0.52067|   0.23900|0.0428|1.0|0.596646|0.22046|0.03181|1.0|0.629501|0.01883|0.01313|1.0|0.874301|   0.07125|0.02034|1.0|0.604379|  -0.02919|0.02621|1.0|0.745205|  -0.31976|0.04088|1.0|0.803178|0.02051|0.02574|1.0|0.741944|0.04818|0.01509|1.0|0.716154|       ---|999.0|0.0|0.285426|   0.09105|0.09744|1.0|0.549645|1.4534|3.78959|good|2.36673|0.201893|good|0.0|YES|1.0|S1052555-015742|K4        |spec-56952-HD070013N000500V_sp01-124.fits.gz
20141025-EG011927N271550V01-10-156  | 18.367816  26.302960|9.11|99.059998|189.820007|261.51001|208.279999|-28.2614|4.1911|4475.09|18.1854|1.0|0.923356|2.02094|0.0496434|1.0|0.821119|1.61052|0.04311|1.0|0.80242|-0.42843|0.02219|1.0|0.970574|0.09828|0.0107|-0.10097|0.01494|1.0|0.865682|0.22673|0.03264|1.0|0.891532|0.24745|0.0447|1.0|0.851057|   0.06188|0.05049|1.0|0.617165|   0.15865|0.0252|1.0|0.505144|   0.38798|0.04863|1.0|0.536672|0.10151|0.03466|1.0|0.618813|0.02005|0.01552|1.0|0.919417|   0.20280|0.02146|1.0|0.574603|  -0.03836|0.02745|1.0|0.700133|  -0.20542|0.04446|1.0|0.785426|-0.01539|0.02884|1.0|0.716651|0.03495|0.01747|1.0|0.760887|       ---|999.0|0.0|0.343808|   0.29053|0.09109|1.0|0.577718|1.91528|2.79238|good|9.22331|1.45707|good|0.0|YES|1.0|S0182204+261810|G5        |spec-56956-EG011927N271550V01_sp10-156.fits.gz
20141027-GAC075N39B1-04-195         | 74.542075  39.407851|2.49|38.639999|100.360001|143.949997|112.739998|-31.4692|4.43993|4905.32|32.5349|1.0|0.92418|3.35903|0.0695546|1.0|0.893121|1.13318|0.07423|1.0|0.583053|0.00744|0.03141|1.0|0.926047|0.07679|0.01928|-0.22115|0.02588|1.0|0.83268|0.22941|0.05618|1.0|0.885068|-0.08907|0.08151|1.0|0.81253|   0.16432|0.08837|1.0|0.735613|   0.10829|0.03885|1.0|0.731825|   0.12462|0.09651|1.0|0.625514|0.21014|0.05296|1.0|0.746404|0.03673|0.02943|1.0|0.887984|   0.03387|0.044|1.0|0.706163|   0.08418|0.04851|1.0|0.79516|   0.13018|0.06217|1.0|0.918372|0.03243|0.05371|1.0|0.802034|0.09028|0.03077|1.0|0.701351|  -0.46740|0.26856|1.0|0.352992|  -0.15940|0.22157|1.0|0.615074|0.708259|1.84505|good|1.55599|0.261123|good|0.0|YES|1.0|S0743231+392428|G5        |spec-56958-GAC075N39B1_sp04-195.fits.gz
20141101-GAC064N21B2-09-191         | 66.195515  22.394999|5.13|56.07|134.729996|175.410004|122.849998|22.8502|4.02921|5182.17|22.8342|1.0|0.957074|4.54385|0.0431356|1.0|0.918828|1.31417|0.11728|1.0|0.679002|0.00121|0.03085|1.0|0.963103|0.01848|0.0129|-0.19219|0.01913|1.0|0.886096|0.14023|0.05859|1.0|0.901162|0.04707|0.07605|1.0|0.840415|  -0.10064|0.05084|1.0|0.790193|   0.04209|0.02036|1.0|0.911989|  -0.03923|0.05026|1.0|0.785321|-0.03385|0.04254|1.0|0.842702|0.04516|0.02207|1.0|0.930057|  -0.06477|0.03171|1.0|0.834189|   0.01827|0.02901|1.0|0.912052|   0.06455|0.04018|1.0|0.964|-0.07367|0.04478|1.0|0.866391|0.00938|0.02424|1.0|0.843445|   0.03009|0.2245|1.0|0.638819|   0.01545|0.16256|1.0|0.816291|0.691794|0.00772308|good|1.97212|0.715481|good|0.91061|YES|1.0|S0661143+222341|G9        |spec-56963-GAC064N21B2_sp09-191.fits.gz
20141101-HD083217N291909V-10-069    |126.159729  28.602941|7.79|51.09|135.009995|165.429993|133.259995|-37.4291|5.45922|4964.84|29.0279|1.0|0.933486|2.60076|0.0738129|1.0|0.885971|1.50295|0.04365|1.0|0.837535|-0.43446|0.03007|1.0|0.951182|0.03431|0.01799|-0.08085|0.02436|1.0|0.850317|0.23342|0.05538|1.0|0.913438|0.19287|0.09888|1.0|0.759583|  -0.02053|0.08124|1.0|0.425746|   0.08833|0.04079|1.0|0.40987|  -0.00414|0.08113|1.0|0.315805|0.01772|0.05026|1.0|0.560062|0.02868|0.02727|1.0|0.957148|   0.00978|0.03658|1.0|0.553661|   0.05015|0.0488|1.0|0.595348|  -0.05361|0.06721|1.0|0.696957|-0.17412|0.05056|1.0|0.684635|0.08515|0.02984|1.0|0.855247|       ---|999.0|0.0|0.43211|   0.76450|0.1486|1.0|0.732682|0.853043|2.20105|good|3.47006|1.18721|good|0.0|YES|1.0|S1260935+283610|G5        |spec-56963-HD083217N291909V_sp10-069.fits.gz
20141102-HD082137N335612V01-14-165  |123.634121  34.663001|15.18|94.080002|208.429993|289.459991|225.800003|38.2085|4.07118|4989.52|22.3966|1.0|0.911471|3.3619|0.0533673|1.0|0.902092|1.10392|0.06899|1.0|0.537486|-0.40578|0.02182|1.0|0.910943|0.18789|0.01154|-0.00972|0.018|1.0|0.802411|0.16643|0.0379|1.0|0.822312|0.33774|0.05098|1.0|0.703955|   0.03932|0.05572|1.0|0.523923|   0.27671|0.02315|1.0|0.622787|   0.21502|0.0542|1.0|0.524737|0.11249|0.03459|1.0|0.63715|0.15947|0.0184|1.0|0.903381|   0.17778|0.02323|1.0|0.617582|   0.05111|0.03106|1.0|0.657836|   0.02818|0.03911|1.0|0.821547|0.04175|0.03734|1.0|0.693408|0.10741|0.0198|1.0|0.702691|       ---|999.0|0.0|0.481165|   0.25173|0.10502|1.0|0.669183|1.6181|2.43454|good|8.24027|1.3788|good|0.0|YES|1.0|S1233802+343946|G8        |spec-56964-HD082137N335612V01_sp14-165.fits.gz
20141103-EG005307N302057V01-03-245  | 11.960583  29.781307|5.46|46.41|74.279999|43.869999|46.380001|-97.2587|4.16112|4771.3|36.2273|1.0|0.908239|2.30065|0.093462|1.0|0.810648|1.77249|0.08495|1.0|0.710882|-0.42362|0.03998|1.0|0.939121|0.14081|0.02269|-0.05295|0.02814|1.0|0.848252|0.13974|0.05595|1.0|0.87938|0.14123|0.07883|1.0|0.750602|   0.14927|0.11857|1.0|0.560874|   0.20032|0.0527|1.0|0.490152|       ---|999.0|0.0|0.498235|0.07695|0.0703|1.0|0.632803|0.05125|0.03411|1.0|0.906399|   0.27262|0.04387|1.0|0.566031|  -0.09028|0.05586|1.0|0.56969|  -0.24569|0.08958|1.0|0.667122|0.10938|0.06157|1.0|0.69798|0.05491|0.03425|1.0|0.734087|       ---|999.0|0.0|0.388607|   0.31452|0.21318|1.0|0.588674|0.395254|0.567101|good|0.691941|-0.517706|good|0.0|YES|1.0|S0115738+294652|G5        |spec-56965-EG005307N302057V01_sp03-245.fits.gz
20141103-GAC081N30B2-16-165         | 80.530864  31.801906|3.65|50.799999|140.619995|219.979996|184.720001|-0.128911|5.23138|4836.54|27.7325|1.0|0.898966|2.44871|0.0719364|1.0|0.85835|1.51836|0.04792|1.0|0.721386|-0.61034|0.03202|1.0|0.924419|0.08011|0.01593|-0.11712|0.02264|1.0|0.805426|0.24307|0.04564|1.0|0.84813|0.21781|0.07981|1.0|0.692774|   0.13053|0.06806|1.0|0.491657|   0.19517|0.03753|1.0|0.5146|       ---|999.0|0.0|0.360784|0.13185|0.04478|1.0|0.596089|0.06644|0.02317|1.0|0.929569|  -0.01432|0.03393|1.0|0.578455|   0.03984|0.04611|1.0|0.593848|  -0.09782|0.06407|1.0|0.702339|-0.08987|0.04788|1.0|0.683872|-0.00881|0.02402|1.0|0.764174|       ---|999.0|0.0|0.382029|   0.95457|0.11844|1.0|0.803519|0.996759|2.62975|good|2.38088|0.545072|good|0.0|YES|1.0|S0803151+314806|G5        |spec-56965-GAC081N30B2_sp16-165.fits.gz
20141104-HD010402N523007V01-08-114  | 17.238999  51.303089|3.28|56.09|125.660004|125.43|115.75|-57.719|4.02921|5201.82|27.481|1.0|0.932325|3.74317|0.0541701|1.0|0.905317|0.79312|0.04915|1.0|0.508917|0.3233|0.02443|1.0|0.920247|0.01915|0.01402|-0.17212|0.02073|1.0|0.829254|0.09051|0.04515|1.0|0.880004|-0.22014|0.06418|1.0|0.813301|   0.16836|0.04762|1.0|0.791912|   0.08222|0.02275|1.0|0.815189|   0.05387|0.05571|1.0|0.764738|0.00749|0.03842|1.0|0.838942|-0.03736|0.02675|1.0|0.892128|  -0.01333|0.03047|1.0|0.732141|   0.07710|0.03074|1.0|0.821225|   0.23087|0.04018|1.0|0.921075|-0.0373|0.03629|1.0|0.847474|0.17676|0.02755|1.0|0.733643|   0.23222|0.24058|1.0|0.589472|  -0.60458|0.19385|1.0|0.592379|0.912755|1.01554|good|2.03389|-0.00660902|good|-1.87366|YES|1.0|S0171420+511811|G5        |spec-56966-HD010402N523007V01_sp08-114.fits.gz
20141104-HD040010N400049V01-08-180  | 60.548261  39.010879|0.88|33.959999|138.600006|287.329987|292.540009|7.86955|3.93927|4820.48|20.2805|1.0|0.914163|2.4795|0.0436635|1.0|0.83897|1.37317|0.04005|1.0|0.695533|-0.07302|0.0205|1.0|0.946718|0.00271|0.01127|-0.30165|0.0161|1.0|0.76973|0.32342|0.03258|1.0|0.853962|-0.02895|0.04985|1.0|0.78601|   0.39747|0.03523|1.0|0.801269|  -0.03209|0.02599|1.0|0.771682|   0.17795|0.05245|1.0|0.614043|0.0939|0.03296|1.0|0.805429|0.00477|0.01578|1.0|0.893684|  -0.02525|0.02619|1.0|0.749188|  -0.04544|0.03753|1.0|0.810958|  -0.00920|0.04104|1.0|0.928458|-0.1777|0.03031|1.0|0.860555|0.06121|0.01878|1.0|0.697819|       ---|999.0|0.0|0.44691|   0.30027|0.12171|1.0|0.776577|1.28415|4.65111|good|5.26235|3.79723|good|0.0|YES|1.0|S0603253+390039|G5        |spec-56966-HD040010N400049V01_sp08-180.fits.gz
20141104-HD213605N150455V01-15-163  |323.226176  16.502010|2.9|62.68|152.130005|202.919998|178.240005|-44.2314|3.33069|4546.32|18.5486|1.0|0.896597|2.79507|0.043386|1.0|0.826781|1.09709|0.03101|1.0|0.604769|0.25104|0.01935|1.0|0.897143|0.04184|0.01078|-0.21303|0.0134|1.0|0.812399|0.30797|0.03173|1.0|0.780875|-0.11064|0.03949|1.0|0.840526|   0.07443|0.04097|1.0|0.594086|   0.02130|0.02103|1.0|0.642543|   0.06655|0.06189|1.0|0.647842|0.31834|0.03318|1.0|0.644627|-0.0535|0.01703|1.0|0.852927|   0.10414|0.0224|1.0|0.642974|   0.08614|0.02365|1.0|0.772221|   0.02059|0.03463|1.0|0.884533|-0.00114|0.03008|1.0|0.75558|0.15696|0.01879|1.0|0.675969|       ---|999.0|0.0|0.35606|  -0.30928|0.1325|1.0|0.496371|0.931551|0.907235|good|4.33368|0.77578|good|0.0|YES|1.0|S3231334+163007|G5        |spec-56966-HD213605N150455V01_sp15-163.fits.gz
20141105-HD021313N403027V01-03-055  | 31.807864  40.569412|6.81|52.139999|74.989998|50.869999|46.310001|-71.2397|4.35898|4860.83|36.3577|1.0|0.910116|2.40104|0.0916838|1.0|0.823303|1.73894|0.08894|1.0|0.731124|-0.45488|0.04027|1.0|0.936394|0.05308|0.02263|-0.13396|0.02893|1.0|0.797416|0.38923|0.06194|1.0|0.850969|0.24465|0.09344|1.0|0.738981|   0.20557|0.11648|1.0|0.640063|   0.11716|0.05251|1.0|0.550924|       ---|999.0|0.0|0.416859|0.05103|0.06974|1.0|0.698286|0.03414|0.03341|1.0|0.920688|   0.04109|0.04528|1.0|0.636862|  -0.04558|0.05686|1.0|0.635414|  -0.15795|0.08477|1.0|0.7315|-0.02447|0.06073|1.0|0.751157|0.00639|0.03278|1.0|0.765566|       ---|999.0|0.0|0.56016|   0.62582|0.17292|1.0|0.747281|0.319895|0.182515|good|1.16715|-0.278916|good|0.0|YES|1.0|S0314828+403409|G5        |spec-56967-HD021313N403027V01_sp03-055.fits.gz
20141105-HD203416N432139V01-09-097  |309.592987  44.695606|1.58|24.030001|136.050003|244.839996|230.149994|-12.939|3.37866|5013.18|25.3108|1.0|0.923995|2.71054|0.0578106|1.0|0.87078|1.42482|0.06501|1.0|0.734771|-0.15215|0.02404|1.0|0.943757|0.02002|0.01459|-0.28199|0.02118|1.0|0.787347|0.17402|0.04161|1.0|0.88868|0.04262|0.07637|1.0|0.721475|   0.31956|0.05816|1.0|0.679644|   0.13329|0.03684|1.0|0.630754|   0.05644|0.06995|1.0|0.506268|0.0886|0.04176|1.0|0.751804|-0.00373|0.01915|1.0|0.938385|  -0.06835|0.03903|1.0|0.632841|   0.01785|0.05752|1.0|0.712618|   0.18923|0.05737|1.0|0.854476|-0.21408|0.04649|1.0|0.766004|-0.00298|0.02445|1.0|0.749549|  -0.04599|0.20958|1.0|0.630685|   0.79313|0.16957|1.0|0.799606|1.09053|4.32848|good|0.7747|-0.0549946|good|0.0|YES|1.0|S3093534+444144|G5        |spec-56967-HD203416N432139V01_sp09-097.fits.gz
20141105-HD224251N544526V01-03-047  |339.327217  54.355139|8.09|167.710007|384.980011|432.619995|449.720001|-30.5698|3.19879|4376.31|14.631|1.0|0.900319|1.90044|0.0362362|1.0|0.720571|1.50417|0.02115|1.0|0.701602|-0.02301|0.01678|1.0|0.94502|-0.04774|0.00759|-0.2912|0.01082|1.0|0.793503|0.23358|0.02786|1.0|0.843437|-0.11984|0.03044|1.0|0.847269|   0.12858|0.04486|1.0|0.738153|  -0.14372|0.01624|1.0|0.597535|   0.03857|0.04411|1.0|0.543186|0.06426|0.02681|1.0|0.689244|-0.08798|0.01201|1.0|0.874999|   0.04502|0.0138|1.0|0.672481|   0.02246|0.01812|1.0|0.807983|  -0.03286|0.01991|1.0|0.891408|-0.08165|0.01954|1.0|0.794468|0.05561|0.0153|1.0|0.718447|       ---|999.0|0.0|0.319904|   0.70535|0.0579|1.0|0.636757|3.94319|1.80962|good|8.77058|-0.306915|good|0.0|YES|1.0|S3391937+542118|G5        |spec-56967-HD224251N544526V01_sp03-047.fits.gz
20141109-HD005814N335703B01-05-035  | 14.512555  32.956804|12.28|90.68|164.25|188.690002|135.470001|-10.6306|3.71143|5479.57|20.1382|1.0|0.938157|4.49631|0.0393916|1.0|0.898542|1.21972|0.08048|1.0|0.693025|0.04167|0.02755|1.0|0.946313|0.00614|0.01199|-0.17135|0.01746|1.0|0.86869|0.10526|0.0483|1.0|0.904728|0.10082|0.07965|1.0|0.716409|  -0.08609|0.05692|1.0|0.850642|   0.04113|0.01859|1.0|0.86778|  -0.06084|0.04693|1.0|0.854233|-0.03071|0.0364|1.0|0.885478|0.00724|0.02183|1.0|0.946233|  -0.05682|0.02883|1.0|0.855675|  -0.01435|0.02861|1.0|0.91367|   0.06508|0.03558|1.0|0.958963|-0.07982|0.03901|1.0|0.891132|0.04937|0.01937|1.0|0.880462|   0.04620|0.19583|1.0|0.766644|  -0.30031|0.16702|1.0|0.848004|0.795604|-0.152219|good|1.40285|-0.3581|good|0.64724|YES|1.0|S0143045+325724|G5        |spec-56971-HD005814N335703B01_sp05-035.fits.gz
20141109-HD053330N523910V01-04-246  | 83.960675  52.710399|0.84|37.610001|110.5|150.860001|139.440002|-7.00015|3.39065|4610.32|23.4874|1.0|0.9104|2.92042|0.0537567|1.0|0.837687|1.13872|0.04442|1.0|0.61907|0.26004|0.02393|1.0|0.913285|-0.01274|0.01378|-0.25659|0.0177|1.0|0.832521|0.09318|0.03605|1.0|0.843857|-0.2457|0.05027|1.0|0.856318|  -0.06651|0.05423|1.0|0.546569|  -0.00958|0.02704|1.0|0.707364|   0.01329|0.07478|1.0|0.636392|0.18665|0.04042|1.0|0.708598|-0.1074|0.02108|1.0|0.861319|   0.07098|0.03109|1.0|0.684982|   0.02576|0.03208|1.0|0.795022|   0.15100|0.04578|1.0|0.902793|0.04425|0.03813|1.0|0.794819|0.12359|0.02515|1.0|0.677116|       ---|999.0|0.0|0.364228|  -0.01244|0.16354|1.0|0.566861|0.73852|1.51161|good|3.90589|2.48787|good|0.0|YES|1.0|S0835738+524237|G5        |spec-56971-HD053330N523910V01_sp04-246.fits.gz
20141109-HD092143N564157V01-01-059  |139.377721  54.921456|41.490002|205.449997|398.859985|465.859985|372.0|-121.11|3.66946|4878.23|20.1338|1.0|0.919862|2.90893|0.0509922|1.0|0.917214|1.30022|0.0572|1.0|0.779586|-0.4593|0.0203|1.0|0.934888|0.07823|0.01112|-0.01644|0.01661|1.0|0.87052|0.13228|0.03339|1.0|0.894117|0.31218|0.04542|1.0|0.762569|  -0.01252|0.05171|1.0|0.503515|   0.17279|0.02397|1.0|0.570414|       ---|999.0|0.0|0.484523|0.07447|0.03362|1.0|0.655|0.04409|0.01753|1.0|0.938491|   0.05546|0.0213|1.0|0.620347|   0.01512|0.02964|1.0|0.651113|  -0.09732|0.03572|1.0|0.786205|-0.0709|0.02905|1.0|0.713885|0.03728|0.01642|1.0|0.802845|       ---|999.0|0.0|0.440759|   0.27799|0.08558|1.0|0.696826|2.22178|0.444846|good|23.7561|0.900711|good|0.0|YES|1.0|S1392239+545517|G8        |spec-56971-HD092143N564157V01_sp01-059.fits.gz
20141110-HD015029N381811B01-15-033  | 27.668270  39.578048|8.84|71.190002|142.130005|176.279999|135.149994|26.1509|4.17011|4974.66|26.2261|1.0|0.912423|3.38124|0.0618708|1.0|0.896369|1.18458|0.08557|1.0|0.536146|-0.40289|0.02567|1.0|0.914958|0.233|0.014|-0.03345|0.02172|1.0|0.834566|-0.00212|0.04726|1.0|0.806019|0.21928|0.06658|1.0|0.704813|  -0.00738|0.06743|1.0|0.534811|   0.37317|0.02619|1.0|0.651111|   0.32930|0.06471|1.0|0.555922|0.12049|0.04519|1.0|0.659076|0.16785|0.02274|1.0|0.904894|   0.21404|0.0286|1.0|0.625066|   0.02051|0.03625|1.0|0.670345|  -0.05152|0.05174|1.0|0.829617|0.08181|0.04647|1.0|0.690718|0.05267|0.0226|1.0|0.701716|       ---|999.0|0.0|0.431718|  -0.15272|0.15806|1.0|0.558817|0.513427|0.489171|good|0.916052|-0.611593|good|0.0|YES|1.0|S0274005+393441|G8        |spec-56972-HD015029N381811B01_sp15-033.fits.gz
20141110-HD055129N551540V01-04-087  | 88.503135  54.750784|4.69|69.209999|161.699997|220.820007|193.490005|-68.1908|3.92129|4723.17|21.7619|1.0|0.914985|2.22204|0.0537677|1.0|0.816261|1.61029|0.04703|1.0|0.755214|-0.29828|0.02333|1.0|0.951885|0.04113|0.01324|-0.19944|0.01816|1.0|0.820567|0.31324|0.03814|1.0|0.868307|0.06942|0.05482|1.0|0.8065|   0.35791|0.05152|1.0|0.745709|   0.07969|0.03157|1.0|0.551062|  -0.07146|0.06289|1.0|0.446975|0.23213|0.03896|1.0|0.677858|-0.00041|0.01894|1.0|0.906094|   0.00235|0.0282|1.0|0.607392|  -0.12395|0.0377|1.0|0.612256|  -0.10412|0.05067|1.0|0.804903|-0.12388|0.03569|1.0|0.75455|0.01994|0.01907|1.0|0.74044|       ---|999.0|0.0|0.481039|   0.42034|0.1166|1.0|0.676491|0.93113|1.7565|good|10.3709|3.54143|good|0.0|YES|1.0|S0883011+544502|G5        |spec-56972-HD055129N551540V01_sp04-087.fits.gz
20141111-HD224534N302633B01-08-063  |342.834791  29.930979|9.73|78.059998|128.929993|163.100006|116.699997|-34.9198|4.23007|5418.89|24.0247|1.0|0.930706|4.4253|0.04638|1.0|0.90222|1.13486|0.1264|1.0|0.580338|-0.246|0.03533|1.0|0.941678|0.10952|0.01461|-0.04793|0.023|1.0|0.869361|-0.03928|0.05668|1.0|0.855908|0.23585|0.09208|1.0|0.708283|  -0.04595|0.06312|1.0|0.759442|   0.16723|0.02367|1.0|0.778648|   0.05630|0.05716|1.0|0.760243|0.0442|0.0464|1.0|0.806423|0.10064|0.0273|1.0|0.9356|   0.05414|0.0302|1.0|0.771089|  -0.01729|0.03384|1.0|0.828634|  -0.08336|0.04348|1.0|0.906317|-0.05816|0.05248|1.0|0.807499|-0.01517|0.02439|1.0|0.862835|  -0.11244|0.2621|1.0|0.652585|  -0.29945|0.20756|1.0|0.710909|0.737112|0.140422|good|1.61644|0.0515766|good|-1.70777|YES|1.0|S3425005+295551|G5        |spec-56973-HD224534N302633B01_sp08-063.fits.gz
20141112-HD093821N401423V01-03-143  |143.639846  40.557333|8.6|63.169998|108.669998|122.18|108.769997|-25.8901|4.17011|4835.34|28.032|1.0|0.906085|2.26924|0.0701577|1.0|0.811877|1.72398|0.06342|1.0|0.751179|-0.36329|0.03093|1.0|0.940034|0.01013|0.01733|-0.14203|0.02234|1.0|0.831467|0.27306|0.04779|1.0|0.875721|0.15255|0.06859|1.0|0.764687|   0.10096|0.08981|1.0|0.614186|   0.07174|0.04058|1.0|0.606748|       ---|999.0|0.0|0.486948|-0.06769|0.05453|1.0|0.718695|-0.03901|0.02492|1.0|0.917716|   0.09748|0.03588|1.0|0.679521|  -0.05781|0.04636|1.0|0.699526|  -0.01520|0.06444|1.0|0.836357|0.00396|0.04614|1.0|0.807581|0.01543|0.02512|1.0|0.779998|       ---|999.0|0.0|0.450332|   0.52826|0.14326|1.0|0.744559|1.01261|2.273|good|3.6984|0.817344|good|0.0|YES|1.0|S1433823+403326|G5        |spec-56974-HD093821N401423V01_sp03-143.fits.gz
20141113-HD064550S004259B01-15-153  |100.958671   0.717374|6.46|71.980003|155.649994|200.229996|152.479996|24.3701|3.63948|4986.92|28.107|1.0|0.932874|3.30011|0.0579298|1.0|0.923288|1.134|0.05898|1.0|0.691197|-0.00641|0.02573|1.0|0.939687|0.02069|0.01492|-0.20678|0.02092|1.0|0.877822|-0.01965|0.04603|1.0|0.913141|-0.11557|0.06989|1.0|0.833426|  -0.03078|0.06073|1.0|0.644656|   0.02250|0.02744|1.0|0.766928|   0.08400|0.08432|1.0|0.634092|0.03966|0.04478|1.0|0.795104|0.00582|0.02501|1.0|0.919989|   0.03183|0.03058|1.0|0.750071|   0.07591|0.03716|1.0|0.823266|   0.10194|0.04474|1.0|0.92313|-0.01655|0.04088|1.0|0.835374|0.02991|0.02369|1.0|0.763985|  -0.07123|0.24856|1.0|0.61106|   0.16672|0.13212|1.0|0.744152|0.898659|1.13663|good|2.24665|-0.140069|good|0.0|YES|1.0|S1005731+004302|K1        |spec-56975-HD064550S004259B01_sp15-153.fits.gz
20141114-EG215014S003621B01-05-056  |327.064698  -1.338417|3.96|83.379997|177.039993|212.520004|149.910004|-0.629564|3.57053|4741.97|20.5404|1.0|0.892119|4.65783|0.0367486|1.0|0.865382|1.34531|0.07314|1.0|0.537821|0.01665|0.0269|1.0|0.930518|0.03609|0.00933|-0.19239|0.01321|1.0|0.891631|0.13707|0.04543|1.0|0.80056|0.03368|0.04746|1.0|0.834978|   0.06147|0.04238|1.0|0.661253|  -0.04985|0.01529|1.0|0.763424|   0.06450|0.03679|1.0|0.619204|0.01491|0.03375|1.0|0.664972|0.09992|0.01771|1.0|0.836911|   0.09448|0.01787|1.0|0.683617|   0.06433|0.01633|1.0|0.829781|  -0.01867|0.02745|1.0|0.895645|0.05408|0.03554|1.0|0.767087|0.00483|0.01841|1.0|0.764909|       ---|999.0|0.0|0.387798|   0.05775|0.11277|1.0|0.627511|1.52825|0.374664|good|2.75529|-0.0801523|good|   0.52104|YES|1.0|S3270352-012017|K5        |spec-56976-EG215014S003621B01_sp05-056.fits.gz
